weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-ensemble,inc case,3,HU,1.55,1.1,0.7,1,0.13,10,1,Hungary
10,ILM-EKF,inc case,3,HU,2.96,2.48,0.4,0.9,0.06,10,1,Hungary
10,MUNI-ARIMA,inc case,3,HU,1.12,0.99,0.9,1,0.06,10,1,Hungary
10,USC-SIkJalpha,inc case,3,HU,30.65,20.59,0.4,0.5,0.41,10,1,Hungary
10,EuroCOVIDhub-baseline,inc case,2,HU,1,1,0.8,1,0.2,10,1,Hungary
10,EuroCOVIDhub-ensemble,inc case,2,HU,1.38,0.92,0.6,1,0.1,10,1,Hungary
10,ILM-EKF,inc case,2,HU,1.36,0.99,0.6,1,0.09,10,1,Hungary
10,MUNI-ARIMA,inc case,2,HU,0.65,0.79,0.9,1,0,10,1,Hungary
10,USC-SIkJalpha,inc case,2,HU,3.27,2.88,0.5,0.5,0.39,10,1,Hungary
10,EuroCOVIDhub-baseline,inc case,1,HU,1,1,0.56,1,0.18,9,1,Hungary
10,EuroCOVIDhub-ensemble,inc case,1,HU,1.1,0.81,0.89,1,0.08,9,1,Hungary
10,ILM-EKF,inc case,1,HU,0.98,0.79,0.67,1,-0.01,9,1,Hungary
10,MUNI-ARIMA,inc case,1,HU,0.79,0.84,0.89,1,0.06,9,1,Hungary
10,SDSC_ISG-TrendModel,inc case,1,HU,1.36,1.29,1,1,-0.12,8,1,Hungary
10,USC-SIkJalpha,inc case,1,HU,1.35,1.61,0.33,0.33,0.54,9,1,Hungary
10,EuroCOVIDhub-baseline,inc death,4,HU,1,1,1,1,-0.04,10,1,Hungary
10,EuroCOVIDhub-ensemble,inc death,4,HU,1.2,0.88,0.3,1,0.07,10,1,Hungary
10,ILM-EKF,inc death,4,HU,1.89,1.44,0.1,0.9,0.11,10,1,Hungary
10,MUNI-ARIMA,inc death,4,HU,1.28,1,0.6,1,-0.04,10,1,Hungary
10,USC-SIkJalpha,inc death,4,HU,2.21,2.16,0,0.1,0.18,10,1,Hungary
10,EuroCOVIDhub-baseline,inc death,3,HU,1,1,1,1,-0.05,10,1,Hungary
10,EuroCOVIDhub-ensemble,inc death,3,HU,0.97,0.77,0.3,1,-0.01,10,1,Hungary
10,ILM-EKF,inc death,3,HU,1.24,0.99,0.4,1,0.03,10,1,Hungary
10,MUNI-ARIMA,inc death,3,HU,1,0.87,0.6,1,-0.05,10,1,Hungary
10,USC-SIkJalpha,inc death,3,HU,1.35,1.33,0,0.2,0.17,10,1,Hungary
10,EuroCOVIDhub-baseline,inc death,2,HU,1,1,1,1,-0.07,10,1,Hungary
10,EuroCOVIDhub-ensemble,inc death,2,HU,0.92,0.68,0.6,1,-0.04,10,1,Hungary
10,ILM-EKF,inc death,2,HU,0.84,0.69,0.7,1,-0.05,10,1,Hungary
10,MUNI-ARIMA,inc death,2,HU,0.92,0.76,0.6,1,-0.06,10,1,Hungary
10,USC-SIkJalpha,inc death,2,HU,1.34,1.25,0.2,0.3,0.19,10,1,Hungary
10,EuroCOVIDhub-baseline,inc death,1,HU,1,1,0.67,1,0.01,9,1,Hungary
10,EuroCOVIDhub-ensemble,inc death,1,HU,1.11,0.79,0.78,1,0,9,1,Hungary
10,ILM-EKF,inc death,1,HU,0.95,0.93,0.89,1,-0.02,9,1,Hungary
10,MUNI-ARIMA,inc death,1,HU,1.15,0.8,0.67,1,-0.02,9,1,Hungary
10,SDSC_ISG-TrendModel,inc death,1,HU,1.16,0.98,0.62,0.88,-0.05,8,1,Hungary
10,USC-SIkJalpha,inc death,1,HU,1.53,1.36,0.11,0.44,0.16,9,1,Hungary
10,EuroCOVIDhub-baseline,inc case,4,IE,1,1,1,1,0.06,10,1,Ireland
10,EuroCOVIDhub-ensemble,inc case,4,IE,0.56,0.32,0.8,1,-0.1,10,1,Ireland
10,ILM-EKF,inc case,4,IE,1.09,0.37,0,1,-0.74,10,1,Ireland
10,Karlen-pypm,inc case,4,IE,1.17,0.55,0,0.2,0.38,10,1,Ireland
10,MUNI-ARIMA,inc case,4,IE,1.22,0.63,0.9,1,0.17,10,1,Ireland
10,USC-SIkJalpha,inc case,4,IE,0.92,0.42,0.2,0.7,-0.12,10,1,Ireland
10,EuroCOVIDhub-baseline,inc case,3,IE,1,1,1,1,0.07,10,1,Ireland
10,EuroCOVIDhub-ensemble,inc case,3,IE,0.55,0.31,0.8,1,-0.09,10,1,Ireland
10,ILM-EKF,inc case,3,IE,1.07,0.37,0.2,1,-0.63,10,1,Ireland
10,Karlen-pypm,inc case,3,IE,1.1,0.49,0.1,0.5,0.47,10,1,Ireland
10,MUNI-ARIMA,inc case,3,IE,1.12,0.57,1,1,0.13,10,1,Ireland
10,USC-SIkJalpha,inc case,3,IE,0.8,0.37,0.4,0.7,-0.06,10,1,Ireland
10,EuroCOVIDhub-baseline,inc case,2,IE,1,1,1,1,0.06,10,1,Ireland
10,EuroCOVIDhub-ensemble,inc case,2,IE,0.88,0.39,0.7,1,0.06,10,1,Ireland
10,ILM-EKF,inc case,2,IE,0.94,0.42,0.4,1,-0.38,10,1,Ireland
10,Karlen-pypm,inc case,2,IE,1.07,0.51,0.3,0.6,0.48,10,1,Ireland
10,MUNI-ARIMA,inc case,2,IE,1.11,0.58,0.6,1,0.15,10,1,Ireland
10,USC-SIkJalpha,inc case,2,IE,0.75,0.4,0.4,0.5,0.1,10,1,Ireland
10,EuroCOVIDhub-baseline,inc case,1,IE,1,1,0.89,1,0.08,9,1,Ireland
10,EuroCOVIDhub-ensemble,inc case,1,IE,0.88,0.54,0.44,1,0.12,9,1,Ireland
10,ILM-EKF,inc case,1,IE,0.89,0.54,0.67,1,-0.27,9,1,Ireland
10,Karlen-pypm,inc case,1,IE,1.04,0.57,0.33,0.78,0.5,9,1,Ireland
10,MUNI-ARIMA,inc case,1,IE,1.02,0.63,0.56,1,0.13,9,1,Ireland
10,SDSC_ISG-TrendModel,inc case,1,IE,1.45,0.84,0.62,1,-0.11,8,1,Ireland
10,USC-SIkJalpha,inc case,1,IE,0.93,0.66,0.11,0.56,0.18,9,1,Ireland
10,EuroCOVIDhub-baseline,inc death,4,IE,1,1,1,1,0.11,10,1,Ireland
10,EuroCOVIDhub-ensemble,inc death,4,IE,1.12,0.52,0.8,1,-0.4,10,1,Ireland
10,ILM-EKF,inc death,4,IE,1.53,0.68,0.3,1,-0.6,10,1,Ireland
10,Karlen-pypm,inc death,4,IE,1.04,0.62,0.4,0.7,-0.47,10,1,Ireland
10,MUNI-ARIMA,inc death,4,IE,0.96,0.69,1,1,0.2,10,1,Ireland
10,USC-SIkJalpha,inc death,4,IE,1.59,0.94,0.2,0.2,-0.8,10,1,Ireland
10,EuroCOVIDhub-baseline,inc death,3,IE,1,1,1,1,0.04,10,1,Ireland
10,EuroCOVIDhub-ensemble,inc death,3,IE,0.81,0.5,0.8,1,-0.38,10,1,Ireland
10,ILM-EKF,inc death,3,IE,1.12,0.71,0.6,1,-0.45,10,1,Ireland
10,Karlen-pypm,inc death,3,IE,0.79,0.58,0.5,0.7,-0.45,10,1,Ireland
10,MUNI-ARIMA,inc death,3,IE,0.83,0.72,0.9,1,0.08,10,1,Ireland
10,USC-SIkJalpha,inc death,3,IE,1.21,0.88,0.1,0.2,-0.93,10,1,Ireland
10,EuroCOVIDhub-baseline,inc death,2,IE,1,1,1,1,0.08,10,1,Ireland
10,EuroCOVIDhub-ensemble,inc death,2,IE,0.76,0.59,0.8,1,-0.24,10,1,Ireland
10,ILM-EKF,inc death,2,IE,0.89,0.77,0.8,1,-0.26,10,1,Ireland
10,Karlen-pypm,inc death,2,IE,0.78,0.58,0.7,0.7,-0.4,10,1,Ireland
10,MUNI-ARIMA,inc death,2,IE,1.05,0.77,0.7,1,0.06,10,1,Ireland
10,USC-SIkJalpha,inc death,2,IE,1.31,1,0.1,0.5,-0.72,10,1,Ireland
10,EuroCOVIDhub-baseline,inc death,1,IE,1,1,0.67,1,0.13,9,1,Ireland
10,EuroCOVIDhub-ensemble,inc death,1,IE,1,0.78,0.44,1,-0.03,9,1,Ireland
10,ILM-EKF,inc death,1,IE,0.95,1,0.89,1,-0.12,9,1,Ireland
10,Karlen-pypm,inc death,1,IE,0.97,0.78,0.44,0.78,-0.27,9,1,Ireland
10,MUNI-ARIMA,inc death,1,IE,1.18,0.99,0.56,1,0.17,9,1,Ireland
10,SDSC_ISG-TrendModel,inc death,1,IE,1.54,1.08,0.62,1,0.05,8,1,Ireland
10,USC-SIkJalpha,inc death,1,IE,1.35,1.15,0.33,0.33,-0.51,9,1,Ireland
10,EuroCOVIDhub-baseline,inc case,4,IS,1,1,0.9,1,0.29,10,1,Iceland
10,EuroCOVIDhub-ensemble,inc case,4,IS,0.55,0.46,0.9,1,0.06,10,1,Iceland
10,MUNI-ARIMA,inc case,4,IS,0.88,0.75,0.8,1,0.08,10,1,Iceland
10,USC-SIkJalpha,inc case,4,IS,1.31,1.31,0.1,0.3,0.55,10,1,Iceland
10,EuroCOVIDhub-baseline,inc case,3,IS,1,1,0.8,1,0.27,10,1,Iceland
10,EuroCOVIDhub-ensemble,inc case,3,IS,0.54,0.46,0.8,1,0.05,10,1,Iceland
10,MUNI-ARIMA,inc case,3,IS,0.88,0.8,0.8,1,0.03,10,1,Iceland
10,USC-SIkJalpha,inc case,3,IS,1.22,1.15,0.4,0.5,0.53,10,1,Iceland
10,EuroCOVIDhub-baseline,inc case,2,IS,1,1,0.8,1,0.22,10,1,Iceland
10,EuroCOVIDhub-ensemble,inc case,2,IS,0.66,0.51,0.8,1,0.03,10,1,Iceland
10,MUNI-ARIMA,inc case,2,IS,1.25,0.94,0.6,1,0.02,10,1,Iceland
10,USC-SIkJalpha,inc case,2,IS,0.68,0.63,0.5,0.6,0.42,10,1,Iceland
10,EuroCOVIDhub-baseline,inc case,1,IS,1,1,0.56,1,0.16,9,1,Iceland
10,EuroCOVIDhub-ensemble,inc case,1,IS,0.9,0.65,0.67,1,0.04,9,1,Iceland
10,MUNI-ARIMA,inc case,1,IS,1.28,1.06,0.22,1,0.01,9,1,Iceland
10,SDSC_ISG-TrendModel,inc case,1,IS,1.01,0.76,0.38,1,-0.26,8,1,Iceland
10,USC-SIkJalpha,inc case,1,IS,0.86,0.92,0.33,0.67,0.33,9,1,Iceland
10,EuroCOVIDhub-baseline,inc death,4,IS,1,1,0.8,0.8,0,10,1,Iceland
10,EuroCOVIDhub-ensemble,inc death,4,IS,0.59,0.66,0.8,0.9,-0.01,10,1,Iceland
10,MUNI-ARIMA,inc death,4,IS,0.5,0.62,0.9,0.9,-0.1,10,1,Iceland
10,USC-SIkJalpha,inc death,4,IS,0.5,0.58,0.9,0.9,-0.1,10,1,Iceland
10,EuroCOVIDhub-baseline,inc death,3,IS,1,1,0.8,0.8,0,10,1,Iceland
10,EuroCOVIDhub-ensemble,inc death,3,IS,0.62,0.64,0.8,0.9,0.03,10,1,Iceland
10,MUNI-ARIMA,inc death,3,IS,0.5,0.62,0.9,0.9,-0.1,10,1,Iceland
10,USC-SIkJalpha,inc death,3,IS,0.5,0.62,0.9,0.9,-0.1,10,1,Iceland
10,EuroCOVIDhub-baseline,inc death,2,IS,1,1,0.8,0.8,0,10,1,Iceland
10,EuroCOVIDhub-ensemble,inc death,2,IS,0.65,0.65,0.7,0.9,0.06,10,1,Iceland
10,MUNI-ARIMA,inc death,2,IS,0.5,0.6,0.9,0.9,-0.1,10,1,Iceland
10,USC-SIkJalpha,inc death,2,IS,0.5,0.6,0.9,0.9,-0.1,10,1,Iceland
10,EuroCOVIDhub-baseline,inc death,1,IS,1,1,0.78,0.78,0,9,1,Iceland
10,EuroCOVIDhub-ensemble,inc death,1,IS,0.76,0.78,0.67,0.78,0.09,9,1,Iceland
10,MUNI-ARIMA,inc death,1,IS,0.57,0.63,0.89,0.89,-0.11,9,1,Iceland
10,SDSC_ISG-TrendModel,inc death,1,IS,0.68,0.7,0.88,0.88,-0.12,8,1,Iceland
10,USC-SIkJalpha,inc death,1,IS,0.57,0.63,0.89,0.89,-0.11,9,1,Iceland
10,AMM-EpiInvert,inc case,4,IT,1.12,1.3,0.56,1,-0.09,10,1,Italy
10,EuroCOVIDhub-baseline,inc case,4,IT,1,1,0.3,1,-0.01,10,1,Italy
10,EuroCOVIDhub-ensemble,inc case,4,IT,0.91,1.07,0.6,0.9,-0.22,10,1,Italy
10,ILM-EKF,inc case,4,IT,1.57,1.75,0.3,0.8,-0.39,10,1,Italy
10,MUNI-ARIMA,inc case,4,IT,0.88,0.87,0.2,1,0.12,10,1,Italy
10,USC-SIkJalpha,inc case,4,IT,0.95,1.22,0.2,0.6,-0.23,10,1,Italy
10,AMM-EpiInvert,inc case,3,IT,1.15,1.26,0.5,1,-0.03,10,1,Italy
10,EuroCOVIDhub-baseline,inc case,3,IT,1,1,0.3,1,0.02,10,1,Italy
10,EuroCOVIDhub-ensemble,inc case,3,IT,1.33,1.36,0.5,0.9,-0.11,10,1,Italy
10,ILM-EKF,inc case,3,IT,1.92,1.98,0.3,0.8,-0.26,10,1,Italy
10,MUNI-ARIMA,inc case,3,IT,1.04,1.01,0.3,1,0.02,10,1,Italy
10,USC-SIkJalpha,inc case,3,IT,1.55,1.96,0.4,0.4,-0.11,10,1,Italy
10,AMM-EpiInvert,inc case,2,IT,1.17,1.15,0.2,1,-0.08,10,1,Italy
10,BIOCOMSC-Gompertz,inc case,2,IT,0.93,NA,0.7,1,NA,10,1,Italy
10,EuroCOVIDhub-baseline,inc case,2,IT,1,1,0.3,1,0.05,10,1,Italy
10,EuroCOVIDhub-ensemble,inc case,2,IT,1.31,1.22,0.2,0.9,-0.04,10,1,Italy
10,ILM-EKF,inc case,2,IT,1.75,1.73,0.1,0.8,-0.1,10,1,Italy
10,MUNI-ARIMA,inc case,2,IT,1.03,1.01,0.2,1,0.06,10,1,Italy
10,USC-SIkJalpha,inc case,2,IT,1.22,1.5,0.4,0.6,0.12,10,1,Italy
10,epiMOX-SUIHTER,inc case,2,IT,1.5,1.98,0,0.2,-0.42,10,1,Italy
10,AMM-EpiInvert,inc case,1,IT,1.03,0.89,0.11,1,0.03,9,1,Italy
10,BIOCOMSC-Gompertz,inc case,1,IT,0.65,NA,0.78,1,NA,9,1,Italy
10,EuroCOVIDhub-baseline,inc case,1,IT,1,1,0.33,1,-0.19,9,1,Italy
10,EuroCOVIDhub-ensemble,inc case,1,IT,1.06,0.9,0.11,1,0.07,9,1,Italy
10,ILM-EKF,inc case,1,IT,1.29,1.13,0.11,0.78,0.01,9,1,Italy
10,MUNI-ARIMA,inc case,1,IT,0.9,0.84,0.11,0.89,0.11,9,1,Italy
10,SDSC_ISG-TrendModel,inc case,1,IT,1.02,0.98,0.5,0.88,-0.15,8,1,Italy
10,USC-SIkJalpha,inc case,1,IT,1.24,1.17,0.56,0.78,0.11,9,1,Italy
10,UpgUmibUsi-MultiBayes,inc case,1,IT,1.05,0.91,0,0.89,0.07,9,1,Italy
10,epiMOX-SUIHTER,inc case,1,IT,1.38,1.56,0,0.33,-0.48,9,1,Italy
10,BIOCOMSC-Gompertz,inc death,2,IT,0.93,NA,0.7,1,NA,10,1,Italy
10,EuroCOVIDhub-baseline,inc death,2,IT,1,1,0.7,1,0.12,10,1,Italy
10,EuroCOVIDhub-ensemble,inc death,2,IT,0.44,0.46,0.7,1,-0.22,10,1,Italy
10,ILM-EKF,inc death,2,IT,0.3,0.44,0.8,1,-0.06,10,1,Italy
10,MUNI-ARIMA,inc death,2,IT,1.05,0.93,0.4,0.9,-0.11,10,1,Italy
10,USC-SIkJalpha,inc death,2,IT,0.4,0.45,0.7,0.9,-0.29,10,1,Italy
10,epiMOX-SUIHTER,inc death,2,IT,0.36,0.41,0.2,0.6,-0.2,10,1,Italy
10,BIOCOMSC-Gompertz,inc death,1,IT,0.71,NA,0.78,1,NA,9,1,Italy
10,EuroCOVIDhub-baseline,inc death,1,IT,1,1,0.67,1,0.08,9,1,Italy
10,EuroCOVIDhub-ensemble,inc death,1,IT,0.46,0.53,0.78,1,-0.2,9,1,Italy
10,ILM-EKF,inc death,1,IT,0.41,0.68,0.89,1,-0.04,9,1,Italy
10,MUNI-ARIMA,inc death,1,IT,0.95,0.82,0.67,1,-0.09,9,1,Italy
10,SDSC_ISG-TrendModel,inc death,1,IT,0.75,0.78,0.62,1,-0.32,8,1,Italy
10,USC-SIkJalpha,inc death,1,IT,0.44,0.55,0.78,1,-0.34,9,1,Italy
10,UpgUmibUsi-MultiBayes,inc death,1,IT,1.01,0.92,0.11,0.78,0.08,9,1,Italy
10,epiMOX-SUIHTER,inc death,1,IT,0.51,0.52,0.33,0.56,-0.68,9,1,Italy
10,EuroCOVIDhub-baseline,inc death,4,IT,1,1,0.7,1,0.23,10,1,Italy
10,EuroCOVIDhub-ensemble,inc death,4,IT,0.61,0.61,0.4,1,-0.23,10,1,Italy
10,ILM-EKF,inc death,4,IT,0.49,0.47,0.4,1,-0.31,10,1,Italy
10,MUNI-ARIMA,inc death,4,IT,1.07,1.09,0.5,1,-0.01,10,1,Italy
10,USC-SIkJalpha,inc death,4,IT,0.68,0.75,0.3,0.7,-0.31,10,1,Italy
10,EuroCOVIDhub-baseline,inc death,3,IT,1,1,0.7,1,0.16,10,1,Italy
10,EuroCOVIDhub-ensemble,inc death,3,IT,0.47,0.49,0.5,1,-0.23,10,1,Italy
10,ILM-EKF,inc death,3,IT,0.42,0.42,0.6,1,-0.16,10,1,Italy
10,MUNI-ARIMA,inc death,3,IT,0.83,0.85,0.5,0.9,-0.13,10,1,Italy
10,USC-SIkJalpha,inc death,3,IT,0.6,0.61,0.5,0.9,-0.19,10,1,Italy
10,EuroCOVIDhub-baseline,inc case,4,LI,1,1,0.4,1,-0.15,10,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc case,4,LI,1.01,0.96,0.5,1,-0.24,10,1,Liechtenstein
10,ILM-EKF,inc case,4,LI,1.37,1.39,0.3,1,0.03,10,1,Liechtenstein
10,MUNI-ARIMA,inc case,4,LI,1.13,1.06,0.4,1,-0.13,10,1,Liechtenstein
10,USC-SIkJalpha,inc case,4,LI,1.01,1.52,0,0.2,-0.4,10,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc case,3,LI,1,1,0.6,1,-0.11,10,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc case,3,LI,1.15,1.09,0.5,0.9,-0.25,10,1,Liechtenstein
10,ILM-EKF,inc case,3,LI,1.2,1.1,0.4,1,0.02,10,1,Liechtenstein
10,MUNI-ARIMA,inc case,3,LI,1.1,1.08,0.5,0.9,-0.07,10,1,Liechtenstein
10,USC-SIkJalpha,inc case,3,LI,1.79,2.48,0,0.1,-0.39,10,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc case,2,LI,1,1,0.4,0.9,-0.09,10,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc case,2,LI,1.4,1.28,0.5,0.8,-0.18,10,1,Liechtenstein
10,ILM-EKF,inc case,2,LI,1.2,1.07,0.5,0.9,0.04,10,1,Liechtenstein
10,MUNI-ARIMA,inc case,2,LI,1.14,1.1,0.6,0.8,0,10,1,Liechtenstein
10,USC-SIkJalpha,inc case,2,LI,2.08,2.7,0,0.1,-0.39,10,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc case,1,LI,1,1,0.22,1,-0.07,9,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc case,1,LI,1.32,1.19,0.22,0.78,-0.17,9,1,Liechtenstein
10,ILM-EKF,inc case,1,LI,0.99,0.94,0.67,1,-0.06,9,1,Liechtenstein
10,MUNI-ARIMA,inc case,1,LI,1.03,0.95,0.11,0.78,-0.01,9,1,Liechtenstein
10,SDSC_ISG-TrendModel,inc case,1,LI,1.3,1.26,0.25,0.88,0.11,8,1,Liechtenstein
10,USC-SIkJalpha,inc case,1,LI,1.74,2.24,0,0.11,-0.31,9,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc death,4,LI,1,1,1,1,0,10,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc death,4,LI,0.5,1,0.9,1,-0.06,10,1,Liechtenstein
10,ILM-EKF,inc death,4,LI,0.5,2,1,1,-0.01,10,1,Liechtenstein
10,MUNI-ARIMA,inc death,4,LI,0.5,1,0.9,1,-0.06,10,1,Liechtenstein
10,USC-SIkJalpha,inc death,4,LI,0.5,1,0.9,0.9,-0.1,10,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc death,3,LI,1,NA,1,1,-0.04,10,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc death,3,LI,1,Inf,0.9,1,-0.07,10,1,Liechtenstein
10,ILM-EKF,inc death,3,LI,1,Inf,1,1,-0.03,10,1,Liechtenstein
10,MUNI-ARIMA,inc death,3,LI,1,Inf,0.9,1,-0.07,10,1,Liechtenstein
10,USC-SIkJalpha,inc death,3,LI,1,Inf,0.9,0.9,-0.1,10,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc death,2,LI,1,NA,1,1,-0.05,10,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc death,2,LI,1,Inf,0.9,1,-0.08,10,1,Liechtenstein
10,ILM-EKF,inc death,2,LI,1,Inf,1,1,-0.04,10,1,Liechtenstein
10,MUNI-ARIMA,inc death,2,LI,1,Inf,0.9,1,-0.08,10,1,Liechtenstein
10,USC-SIkJalpha,inc death,2,LI,1,Inf,0.9,0.9,-0.1,10,1,Liechtenstein
10,EuroCOVIDhub-baseline,inc death,1,LI,1,1,1,1,0,9,1,Liechtenstein
10,EuroCOVIDhub-ensemble,inc death,1,LI,1,1,1,1,0,9,1,Liechtenstein
10,ILM-EKF,inc death,1,LI,1,1,1,1,0,9,1,Liechtenstein
10,MUNI-ARIMA,inc death,1,LI,1,1,1,1,0,9,1,Liechtenstein
10,SDSC_ISG-TrendModel,inc death,1,LI,1,1,1,1,0,8,1,Liechtenstein
10,USC-SIkJalpha,inc death,1,LI,1,1,1,1,0,9,1,Liechtenstein
10,BIOCOMSC-Gompertz,inc case,2,LT,0.55,NA,1,1,NA,6,1,Lithuania
10,EuroCOVIDhub-baseline,inc case,2,LT,1,1,0.1,1,0.36,10,1,Lithuania
10,EuroCOVIDhub-ensemble,inc case,2,LT,1.16,1.23,0.2,0.9,0.37,10,1,Lithuania
10,ILM-EKF,inc case,2,LT,1.33,1.44,0.3,0.6,0.35,10,1,Lithuania
10,MUNI-ARIMA,inc case,2,LT,1.04,1.19,0.4,1,0.21,10,1,Lithuania
10,USC-SIkJalpha,inc case,2,LT,1.35,1.96,0.1,0.2,0.66,10,1,Lithuania
10,BIOCOMSC-Gompertz,inc case,1,LT,0.78,NA,0.8,1,NA,5,1,Lithuania
10,EuroCOVIDhub-baseline,inc case,1,LT,1,1,0.22,1,0.36,9,1,Lithuania
10,EuroCOVIDhub-ensemble,inc case,1,LT,1.08,1.01,0.33,1,0.34,9,1,Lithuania
10,ILM-EKF,inc case,1,LT,1.49,1.44,0.11,0.78,0.28,9,1,Lithuania
10,MUNI-ARIMA,inc case,1,LT,0.98,1,0.22,1,0.27,9,1,Lithuania
10,SDSC_ISG-TrendModel,inc case,1,LT,0.96,1.05,0.62,0.88,0.16,8,1,Lithuania
10,USC-SIkJalpha,inc case,1,LT,1.29,1.81,0.22,0.56,0.63,9,1,Lithuania
10,EuroCOVIDhub-baseline,inc case,4,LT,1,1,0.5,1,0.27,10,1,Lithuania
10,EuroCOVIDhub-ensemble,inc case,4,LT,1.83,1.61,0.2,1,0.29,10,1,Lithuania
10,ILM-EKF,inc case,4,LT,3.06,2.92,0.2,0.6,0.35,10,1,Lithuania
10,MUNI-ARIMA,inc case,4,LT,1.55,1.4,0.4,1,0.21,10,1,Lithuania
10,USC-SIkJalpha,inc case,4,LT,2.86,3.74,0.2,0.2,0.51,10,1,Lithuania
10,EuroCOVIDhub-baseline,inc case,3,LT,1,1,0.3,1,0.29,10,1,Lithuania
10,EuroCOVIDhub-ensemble,inc case,3,LT,1.41,1.41,0.1,0.8,0.34,10,1,Lithuania
10,ILM-EKF,inc case,3,LT,1.81,1.91,0,0.5,0.36,10,1,Lithuania
10,MUNI-ARIMA,inc case,3,LT,1.28,1.34,0.3,1,0.18,10,1,Lithuania
10,USC-SIkJalpha,inc case,3,LT,1.76,2.63,0.2,0.2,0.5,10,1,Lithuania
10,BIOCOMSC-Gompertz,inc death,2,LT,2.48,NA,0,0.5,NA,6,1,Lithuania
10,EuroCOVIDhub-baseline,inc death,2,LT,1,1,0.9,1,-0,10,1,Lithuania
10,EuroCOVIDhub-ensemble,inc death,2,LT,1,1.1,0.5,0.9,0.1,10,1,Lithuania
10,ILM-EKF,inc death,2,LT,0.79,0.93,0.9,0.9,0.05,10,1,Lithuania
10,MUNI-ARIMA,inc death,2,LT,1.51,1.51,0.4,0.7,0.21,10,1,Lithuania
10,USC-SIkJalpha,inc death,2,LT,1.08,1.35,0,0.22,0.04,9,1,Lithuania
10,BIOCOMSC-Gompertz,inc death,1,LT,1.76,NA,0.2,0.8,NA,5,1,Lithuania
10,EuroCOVIDhub-baseline,inc death,1,LT,1,1,0.67,1,0.09,9,1,Lithuania
10,EuroCOVIDhub-ensemble,inc death,1,LT,0.96,1.07,0.56,0.89,0.22,9,1,Lithuania
10,ILM-EKF,inc death,1,LT,0.92,1.2,0.89,0.89,0.07,9,1,Lithuania
10,MUNI-ARIMA,inc death,1,LT,1.59,1.43,0.33,0.78,0.32,9,1,Lithuania
10,SDSC_ISG-TrendModel,inc death,1,LT,1.46,1.44,0.62,0.75,-0.05,8,1,Lithuania
10,USC-SIkJalpha,inc death,1,LT,1.08,1.19,0.25,0.5,0.21,8,1,Lithuania
10,EuroCOVIDhub-baseline,inc death,4,LT,1,1,1,1,-0.04,10,1,Lithuania
10,EuroCOVIDhub-ensemble,inc death,4,LT,1.39,1.38,0.3,0.7,0.3,10,1,Lithuania
10,ILM-EKF,inc death,4,LT,1.1,1.21,0.4,0.9,0.23,10,1,Lithuania
10,MUNI-ARIMA,inc death,4,LT,2.05,2.21,0.4,0.6,0.36,10,1,Lithuania
10,EuroCOVIDhub-baseline,inc death,3,LT,1,1,0.9,1,-0.04,10,1,Lithuania
10,EuroCOVIDhub-ensemble,inc death,3,LT,1.07,1.14,0.6,0.8,0.15,10,1,Lithuania
10,ILM-EKF,inc death,3,LT,0.78,0.89,0.8,0.9,0.1,10,1,Lithuania
10,MUNI-ARIMA,inc death,3,LT,1.56,1.7,0.5,0.7,0.23,10,1,Lithuania
10,USC-SIkJalpha,inc death,3,LT,1.32,1.65,0.11,0.33,0.16,9,1,Lithuania
10,EuroCOVIDhub-baseline,inc case,4,LU,1,1,0.5,1,-0.11,10,1,Luxembourg
10,EuroCOVIDhub-ensemble,inc case,4,LU,0.94,0.98,0.3,0.8,-0.19,10,1,Luxembourg
10,ILM-EKF,inc case,4,LU,0.9,1.14,0.3,0.5,-0.47,10,1,Luxembourg
10,MUNI-ARIMA,inc case,4,LU,1.17,1.35,0.3,0.8,-0.07,10,1,Luxembourg
10,USC-SIkJalpha,inc case,4,LU,1.06,1.51,0,0.33,-0.39,9,1,Luxembourg
10,EuroCOVIDhub-baseline,inc case,3,LU,1,1,0.3,1,-0.07,10,1,Luxembourg
10,EuroCOVIDhub-ensemble,inc case,3,LU,1.14,1.24,0.2,0.9,-0.06,10,1,Luxembourg
10,ILM-EKF,inc case,3,LU,1.04,1.34,0.2,0.6,-0.27,10,1,Luxembourg
10,MUNI-ARIMA,inc case,3,LU,1.09,1.35,0.2,0.7,0.02,10,1,Luxembourg
10,USC-SIkJalpha,inc case,3,LU,1.84,2.78,0,0.33,-0.16,9,1,Luxembourg
